id;date;feat1;feat2;feat3;feat4;feat5;feat6;feat7;feat8;feat9;feat10;feat11;feat12;feat13;feat14;feat15;feat16;feat17;feat18;feat19;feat20;feat21;feat22;feat23;feat24;feat25;feat26;feat27;feat28;feat29;target;target2
4833;25.02.2022;0;10000;FULL_TIME;1000;39;2;0,666666667;1196;0;35;;;115;11000;96;;172;20;;BACCALAUREATE_FULL_TIME;15;3;14;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;-698
4834;17.03.2022;;;;;;0;0;67;0;13;;;4;45000;;;67;6;;BACCALAUREATE_FULL_TIME;30;1;10;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;1;4561
4835;23.05.2022;0;7000;AUTONOMIC;4500;24;5;0,833333333;630;2161;31;4568;;62;3900;157;;256;1;262;UNIVERSITY_AUTONOMIC;15;6;10;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;6605
4836;27.03.2022;0;30000;FULL_TIME;9000;52;0;0;802;0;5;;;0;4000;1315;;199;2;;UNIVERSITY_FULL_TIME;30;1;7;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;1865
4837;31.01.2022;;;;;;2;0,666666667;;771;6;;;;1390;;;;;;BACCALAUREATE_FULL_TIME;30;3;10;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;1;-1623
4838;14.01.2022;;;;;;2;0,666666667;544;537;70;890;;;537;46;;190;9;46;UNIVERSITY_FULL_TIME;15;3;8;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;1;-186
4839;13.03.2022;1;10000;PART_TIME;1200;41;12;0,923076923;1192;938;38;;;;5000;109;;198;15;;BACCALAUREATE_PART_TIME;20;13;11;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;1;6826
4840;08.02.2022;1;12000;FULL_TIME;2000;41;0;0;530;0;4;;;106;7983;;;159;14;;UNIVERSITY_FULL_TIME;30;1;61;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;9299
4841;20.03.2022;1;8000;FULL_TIME;4000;26;0;0;;0;70;;;;500;;;;;;UNIVERSITY_FULL_TIME;11;1;8;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;-2531
4842;15.04.2022;0;12000;FULL_TIME;7000;24;0;0;599;975;22;;;22;2700;635;;294;17;;UNIVERSITY_FULL_TIME;30;1;16;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;4516
4843;07.05.2022;0;18000;FULL_TIME;15000;30;0;0;;;66;;;;;947;;;;;UNIVERSITY_FULL_TIME;14;1;16;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;2340
4844;26.04.2022;0;40000;FULL_TIME;36000;37;0;0;1149;136;1;;;;13929;;;92;7;;UNIVERSITY_FULL_TIME;16;1;8;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;9972
4845;12.05.2022;0;12000;AUTONOMIC;4000;50;6;0,857142857;1347;3075;24;;;163;10348;658;;210;2;;BASIC_EDUCATION_AUTONOMIC;15;7;15;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;-2088
4846;31.03.2022;0;18000;AUTONOMIC;3000;47;2;0,666666667;1231;1309;5;;;14;6094;497;;331;27;;UNIVERSITY_AUTONOMIC;15;3;8;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;-4173
4847;03.05.2022;0;9500;FULL_TIME;1000;54;0;0;281;1380;32;;;;3000;;;58;27;;BACCALAUREATE_FULL_TIME;15;1;15;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;1;4923
4848;18.05.2022;1;13000;PART_TIME;2000;35;0;0;854;1664;100;;;;1300;596;;43;9;;UNIVERSITY_PART_TIME;28;1;15;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;3508
4849;11.04.2022;0;15000;FULL_TIME;4000;29;0;0;186;2990;70;;;;5000;;;186;31;;UNIVERSITY_FULL_TIME;8;1;15;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;4173
4850;22.04.2022;0;12000;FULL_TIME;2000;33;0;0;994;125;12;;;;594;525;;287;6;;BACCALAUREATE_FULL_TIME;15;1;13;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;4357
4851;21.05.2022;1;30000;FULL_TIME;2000;43;1;0,5;1289;0;42;20000;;44;0;121;;;100;;UNIVERSITY_FULL_TIME;13;2;13;-0,997668769;-0,068242413;-0,989821442;-0,142314838;-0,687699459;-0,725995492;0;9864
4852;06.02.2022;0;15000;AUTONOMIC;3500;36;0;0;1414;479;32;21100;;207;2500;320;;120;4;;BACCALAUREATE_AUTONOMIC;30;1;14;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;8626
4853;01.03.2022;1;7000;FULL_TIME;1000;34;1;0,5;1296;342;48;13800;;0;2500;250;;139;3;;BACCALAUREATE_FULL_TIME;30;2;9;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;3373
4854;05.05.2022;1;8000;FULL_TIME;2500;30;1;0,5;90;17513;51;1495;;0;1250;73;;90;7;27;BACCALAUREATE_FULL_TIME;30;2;12;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;3524
4855;27.03.2022;0;15000;FULL_TIME;2500;39;2;0,666666667;582;1911;82;;;;3549;;;114;14;;UNIVERSITY_FULL_TIME;30;3;7;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;1618
4856;22.01.2022;0;12000;FULL_TIME;3000;34;0;0;426;0;5;0;;42;;651;;;129;;BACCALAUREATE_FULL_TIME;7;1;15;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;1357
4857;23.03.2022;;;;;;11;0,916666667;1187;68;90;1150;;0;1674;239;;338;8;25;BACCALAUREATE_AUTONOMIC;30;12;32;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;-4687
4858;16.03.2022;1;7000;FULL_TIME;1300;23;0;0;1288;173;83;;;;594;;;114;18;;UNIVERSITY_FULL_TIME;30;1;13;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;8680
4859;29.05.2022;0;30000;AUTONOMIC;2000;36;0;0;106;0;41;;;;1500;641;;106;15;;UNIVERSITY_AUTONOMIC;7;1;14;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;7857
4860;30.05.2022;;;;;;4;0,8;1441;1094;17;850;;0;2600;98;;326;18;;UNIVERSITY_AUTONOMIC;30;5;10;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;18
4861;29.05.2022;1;13000;AUTONOMIC;3700;24;2;0,666666667;1297;2205;5;12118;;158;30001;73;;161;161;;BACCALAUREATE_AUTONOMIC;30;3;10;0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-2649
4862;09.05.2022;;;;;;0;0;304;118;19;;;0;3900;446;;304;3;;BACCALAUREATE_FULL_TIME;30;2;67;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;64
4863;11.03.2022;0;8000;FULL_TIME;2500;23;4;0,8;850;0;13;4914;;203;100;490;;110;3;;BACCALAUREATE_FULL_TIME;30;5;12;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;4713
4864;07.04.2022;0;7800;FULL_TIME;500;33;0;0;38;0;32;1400;;0;200;602;;38;15;25;BACCALAUREATE_FULL_TIME;15;1;12;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;6465
4865;16.01.2022;0;24000;FULL_TIME;14000;40;4;0,8;1296;11558;87;;;126;205000;327;;238;1;;UNIVERSITY_FULL_TIME;30;5;9;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;3376
4866;07.04.2022;1;16000;FULL_TIME;2000;55;0;0;1343;0;72;;;;500;250;;236;2;;BACCALAUREATE_FULL_TIME;19;1;10;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;-1222
4867;04.05.2022;0;12500;FULL_TIME;2000;37;2;0,666666667;1322;0;54;7000;;;2125;352;;63;20;82;UNIVERSITY_FULL_TIME;30;3;15;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;1131
4868;27.04.2022;1;7200;AUTONOMIC;3000;51;0;0;179;2174;66;;;;2174;;;179;11;;BASIC_EDUCATION_AUTONOMIC;30;1;14;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;7716
4869;28.01.2022;1;25000;FULL_TIME;20000;39;1;0,5;27;0;24;;;;100;1011;;27;8;;UNIVERSITY_FULL_TIME;30;2;17;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;-496
4870;04.02.2022;0;10000;FULL_TIME;3500;46;0;0;1356;1664;36;;;;1300;;;72;15;;BACCALAUREATE_FULL_TIME;30;1;15;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;-3147
4871;15.01.2022;0;40000;AUTONOMIC;35000;40;0;0;187;3061;55;7000;;;13715;54;;187;20;54;UNIVERSITY_AUTONOMIC;30;1;10;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;9426
4872;19.02.2022;0;9000;FULL_TIME;2500;45;1;0,5;1099;465;97;60241;;;3931;101;;103;4;;BACCALAUREATE_FULL_TIME;30;2;4;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;9197
4873;17.03.2022;1;8000;FULL_TIME;8000;23;0;0;1134;612;62;525;;;1750;52;;269;1;52;UNIVERSITY_FULL_TIME;30;1;11;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;8189
4874;15.04.2022;0;11500;FULL_TIME;5000;30;1;0,5;746;2583;39;;;;29883;;;336;2;;UNIVERSITY_FULL_TIME;30;2;15;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;240
4875;16.04.2022;0;20000;FULL_TIME;12000;25;0;0;1091;0;85;;;;8000;422;;348;1;;BACCALAUREATE_FULL_TIME;17;1;10;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;9242
4876;29.05.2022;1;10000;FULL_TIME;5000;31;0;0;46;1753;14;;;0;1500;;;46;22;;UNIVERSITY_FULL_TIME;14;1;8;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;-17
4877;20.01.2022;1;75000;AUTONOMIC;3500;40;5;0,833333333;1139;10;2;1500;;53;1796;150;;128;12;82;BASIC_EDUCATION_AUTONOMIC;30;6;14;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;593
4878;28.04.2022;0;18000;FULL_TIME;10000;27;4;0,8;1409;0;87;3875;;0;1600;25;;83;1;25;UNIVERSITY_FULL_TIME;20;5;9;0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;8157
4879;03.05.2022;;;;;;0;0;702;;76;;;0;;291;;;17;;BASIC_EDUCATION_PART_TIME;30;1;4;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;3109
4880;17.03.2022;;;;;;2;0,666666667;46;0;7;0;;;2070;223;;46;20;;UNIVERSITY_AUTONOMIC;30;3;30;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;3613
4881;06.02.2022;1;30000;AUTONOMIC;15000;43;0;0;1262;1197;29;;;268;1050;346;;;164;;BACCALAUREATE_AUTONOMIC;15;1;14;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;1689
4882;27.02.2022;;;;;;1;0,5;318;2091;83;;;;1700;;;318;8;;BACCALAUREATE_FULL_TIME;30;2;10;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;-4688
4883;08.05.2022;1;15000;AUTONOMIC;8000;36;0;0;1316;0;12;36100;;0;28000;58;;144;12;;BACCALAUREATE_AUTONOMIC;30;1;15;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;-1375
4884;30.01.2022;1;16000;FULL_TIME;13000;30;0;0;44;4168;91;;;0;4000;1107;;44;8;;UNIVERSITY_FULL_TIME;30;1;12;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;-4497
4885;03.02.2022;1;8800;FULL_TIME;1000;31;0;0;1424;660;18;;;293;3000;294;;104;32;;UNIVERSITY_FULL_TIME;15;1;12;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;8561
4886;12.05.2022;;;;;;0;0;652;108;85;;;83;100;538;;72;13;;BASIC_EDUCATION_FULL_TIME;30;1;4;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;1379
4887;29.05.2022;0;7000;FULL_TIME;1000;24;2;0,666666667;558;;73;;;0;;690;;;7;;BACCALAUREATE_FULL_TIME;30;3;10;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;84
4888;30.05.2022;0;8000;FULL_TIME;3000;37;0;0;1335;3758;68;;;;41000;;;130;7;;BACCALAUREATE_FULL_TIME;30;1;6;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;3015
4889;30.01.2022;0;90000;AUTONOMIC;25000;35;0;0;964;0;1;;;;5000;282;;;;;UNIVERSITY_AUTONOMIC;15;1;15;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;5107
4890;22.03.2022;;;;;;0;0;292;408;19;3000;;13;4000;254;;292;15;;BACCALAUREATE_FULL_TIME;26;1;14;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;3631
4891;02.02.2022;1;15000;FULL_TIME;5000;22;0;0;;212;54;;;;;;;;;;UNIVERSITY_FULL_TIME;20;1;15;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;6632
4892;08.05.2022;;;;;;3;0,75;232;231;5;1610;;0;1000;75;;232;12;10;UNIVERSITY_FULL_TIME;7;5;28;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;7292
4893;03.03.2022;1;60000;AUTONOMIC;30000;39;0;0;824;5;46;5980;;0;1674;195;;297;19;41;BACCALAUREATE_AUTONOMIC;30;1;11;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;5918
4894;05.04.2022;0;20000;AUTONOMIC;5000;32;0;0;19;1999;63;;;;;;;;;;UNIVERSITY_AUTONOMIC;30;1;2;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;2832
4895;20.05.2022;0;9000;FULL_TIME;1500;36;0;0;522;0;63;;;;;684;;;;;BACCALAUREATE_FULL_TIME;30;1;14;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;1443
4896;11.05.2022;1;5500;FULL_TIME;3500;22;1;0,5;473;0;40;;;64;;35;;;;;BACCALAUREATE_FULL_TIME;30;2;14;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;5829
4897;08.01.2022;1;8000;FULL_TIME;1000;20;1;0,5;;;14;;;;;;;;;;BACCALAUREATE_FULL_TIME;10;2;4;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;-733
4898;08.02.2022;1;6000;FULL_TIME;3000;36;3;0,75;1291;54;47;;;;5017;547;;217;13;;BACCALAUREATE_FULL_TIME;30;5;51;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;9652
4899;21.05.2022;0;7000;FULL_TIME;2500;40;1;0,5;1428;1965;78;;;204;1500;520;;82;7;;BACCALAUREATE_FULL_TIME;30;2;28;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;0;7880
4900;10.03.2022;;;;;;0;0;307;4331;53;;;;5000;;;307;7;;UNIVERSITY_FULL_TIME;27;1;22;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;1602
4901;26.02.2022;;;;;;0;0;1371;505;15;;;;644;469;;349;1;;BACCALAUREATE_FULL_TIME;30;1;15;-0,136166649;-0,990685946;-1,13311E-15;1;0,866025404;-0,5;1;9901
4902;05.01.2022;0;13000;FULL_TIME;500;28;1;0,5;922;0;57;0;;;2049;236;;28;5;118;BACCALAUREATE_FULL_TIME;7;2;1;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;2862
4903;08.01.2022;1;5000;AUTONOMIC;3000;52;2;0,666666667;1425;1337;78;;741;;2700;382;;279;3;;BASIC_EDUCATION_AUTONOMIC;30;3;7;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;-489
4904;08.02.2022;1;16000;FULL_TIME;4000;31;0;0;1239;1295;8;1050;;;1000;44;;240;36;29;UNIVERSITY_FULL_TIME;30;1;16;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;6930
4905;11.01.2022;0;18000;FULL_TIME;12000;41;2;0,666666667;;41545;97;;;;;;;;;;UNIVERSITY_FULL_TIME;15;3;15;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;3891
4906;02.04.2022;0;9500;FULL_TIME;4000;28;0;0;1056;1353;23;;;;1100;;;167;7;;UNIVERSITY_FULL_TIME;23;1;13;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;1648
4907;26.01.2022;0;140000;FULL_TIME;10000;49;0;0;1431;2000;34;16675;;;150000;52;;305;1;65;UNIVERSITY_FULL_TIME;30;1;13;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-4091
4908;12.03.2022;1;8000;FULL_TIME;2000;38;0;0;251;1351;50;;;;2700;;;251;21;;BACCALAUREATE_FULL_TIME;30;1;29;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-4420
4909;01.02.2022;;;;;;2;0,666666667;367;170;9;155;;68;;126;;95;31;54;BACCALAUREATE_AUTONOMIC;30;3;10;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;4384
4910;20.03.2022;;;;;;8;0,888888889;535;0;33;;;52;32200;;;96;6;;BASIC_EDUCATION_FULL_TIME;30;9;14;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;6125
4911;10.02.2022;1;10000;FULL_TIME;8000;24;2;0,666666667;272;0;63;;;;789;;;114;7;;BACCALAUREATE_FULL_TIME;30;3;29;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;-783
4912;21.01.2022;0;10000;FULL_TIME;5000;22;2;0,666666667;23;1740;52;;;;1500;;;23;8;;BACCALAUREATE_FULL_TIME;16;3;5;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;2931
4913;28.04.2022;;;;;;0;0;1388;1240;76;8000;;43;246600;109;;;;91;UNIVERSITY_RETIRED;30;1;13;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;-1282
4914;10.01.2022;0;10000;FULL_TIME;3000;19;0;0;47;0;1;;;;1147;;;47;2;;BASIC_EDUCATION_FULL_TIME;30;1;7;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-518
4915;26.05.2022;0;20000;FULL_TIME;10000;26;0;0;1380;334;15;18200;;243;8499;133;;228;27;;BACCALAUREATE_FULL_TIME;10;1;15;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-2796
4916;03.05.2022;1;9500;FULL_TIME;7000;37;1;0,5;1444;1080;43;14100;;28;900;208;;344;9;;UNIVERSITY_FULL_TIME;30;2;11;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;2960
4917;31.03.2022;0;5000;FULL_TIME;1500;20;10;0,909090909;660;622;57;;;260;8077;;;38;16;;BASIC_EDUCATION_FULL_TIME;30;11;15;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;480
4918;22.01.2022;0;18000;FULL_TIME;0;30;1;0,5;333;0;13;;;;1100;;;333;1;;UNIVERSITY_FULL_TIME;9;2;15;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;5381
4919;05.05.2022;;;;;;0;0;;8683;87;26200;;0;;105;;;;;BASIC_EDUCATION_AUTONOMIC;30;1;4;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;8451
4920;15.04.2022;;;;;;0;0;932;0;35;31900;;0;7300;14;;216;2;;BACCALAUREATE_FULL_TIME;30;1;7;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;1;-4848
4921;08.03.2022;1;20000;FULL_TIME;0;52;1;0,5;1086;3642;83;4600;;124;4600;237;;;594;;BASIC_EDUCATION_FULL_TIME;7;2;11;-0,39840109;-0,917211302;-1,13311E-15;1;0,866025404;-0,5;0;-3771
4922;15.01.2022;1;7000;FULL_TIME;2500;30;1;0,5;1442;500;19;4000;;102;2000;263;;;134;106;BASIC_EDUCATION_FULL_TIME;30;2;11;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;-344
4923;19.04.2022;0;8000;FULL_TIME;4000;39;0;0;1014;1967;90;;;;7069;;;40;16;;BACCALAUREATE_FULL_TIME;30;1;10;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;7997
4924;12.02.2022;1;15000;AUTONOMIC;1500;28;1;0,5;838;4015;10;;;0;5910;;;212;212;;UNIVERSITY_AUTONOMIC;15;2;16;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;-4561
4925;27.01.2022;;;;;;1;0,5;90;370;5;;;;488;;;90;3;;BACCALAUREATE_FULL_TIME;30;2;4;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;1;144
4926;18.01.2022;1;45000;FULL_TIME;30000;44;2;0,666666667;35;1436;18;;;0;1200;;;;;;UNIVERSITY_FULL_TIME;30;3;17;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;1;7682
4927;14.03.2022;1;9000;FULL_TIME;5500;31;1;0,5;1200;1560;37;;;;1300;475;;56;6;;BASIC_EDUCATION_FULL_TIME;15;2;5;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;-1053
4928;06.01.2022;0;10000;FULL_TIME;6000;53;0;0;1380;;47;;;0;1000;455;;31;31;;BACCALAUREATE_FULL_TIME;20;1;47;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;4123
4929;22.01.2022;0;10000;FULL_TIME;4000;38;1;0,5;680;0;8;4500;;0;0;248;;92;11;248;UNIVERSITY_FULL_TIME;7;2;15;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;-953
4930;16.03.2022;0;14000;AUTONOMIC;2000;33;0;0;744;22;66;284;;;4326;123;;299;1;30;BASIC_EDUCATION_AUTONOMIC;7;1;14;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;-3612
4931;24.03.2022;1;8000;AUTONOMIC;4000;32;0;0;1429;1785;7;7104;;;1500;111;;201;1;82;BACCALAUREATE_AUTONOMIC;30;1;8;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;1;9202
4932;20.05.2022;1;5000;FULL_TIME;1000;19;1;0,5;25;11;79;;;0;1990;;;25;12;;BACCALAUREATE_FULL_TIME;30;2;4;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;2613
4933;05.02.2022;0;8050;FULL_TIME;5000;28;0;0;74;;11;;;;;;;;;;BACCALAUREATE_FULL_TIME;7;1;17;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;6476
4934;15.05.2022;1;6000;FULL_TIME;1200;42;2;0,666666667;1422;1856;35;;;;1600;931;;26;3;;BACCALAUREATE_FULL_TIME;7;3;14;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;4349
4935;17.01.2022;1;15000;AUTONOMIC;3000;27;2;0,666666667;1034;12607;51;5185;;;5000;68;;183;7;;BASIC_EDUCATION_AUTONOMIC;15;3;13;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;2024
4936;01.01.2022;0;22400;AUTONOMIC;5000;44;0;0;1168;1;2;8150;;94;1978;204;;339;1;14;UNIVERSITY_AUTONOMIC;7;1;11;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;3445
4937;25.03.2022;0;12000;AUTONOMIC;2000;45;1;0,5;814;2172;99;;;;20000;;;288;19;;BACCALAUREATE_AUTONOMIC;15;2;22;-0,631087944;-0,775711291;-1,13311E-15;1;0,866025404;-0,5;0;5009
4938;03.03.2022;0;7200;FULL_TIME;500;19;0;0;147;0;91;;;0;;;;;81;;BACCALAUREATE_FULL_TIME;18;1;14;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;9055
4939;02.01.2022;0;20000;AUTONOMIC;9000;28;0;0;959;0;98;;;;8000;;;73;59;;UNIVERSITY_AUTONOMIC;30;1;17;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;9768
4940;03.01.2022;0;26000;FULL_TIME;3000;38;8;0,888888889;1244;597;95;3335;;;3335;260;;62;2;55;UNIVERSITY_FULL_TIME;18;9;17;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;-4871
4941;16.05.2022;;;;;;1;0,5;293;4224;60;;;0;59000;;;293;8;;BASIC_EDUCATION_FULL_TIME;30;2;5;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;1;2969
4942;29.03.2022;1;15000;FULL_TIME;5000;34;0;0;246;1493;25;;;;2800;;;246;9;;UNIVERSITY_FULL_TIME;7;1;10;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;8581
4943;26.05.2022;0;7000;FULL_TIME;500;24;0;0;547;188;78;;;;4735;160;;333;12;;UNIVERSITY_FULL_TIME;30;1;26;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;-3886
4944;05.01.2022;0;8000;FULL_TIME;2000;51;0;0;171;2460;57;;;;2000;531;;171;7;;UNIVERSITY_FULL_TIME;30;1;22;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;9801
4945;03.01.2022;1;10000;PART_TIME;2000;38;1;0,5;;6760;6;;;;823;760;;;;;BACCALAUREATE_PART_TIME;30;2;10;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;2421
4946;07.02.2022;1;12000;FULL_TIME;6000;48;1;0,5;1027;0;23;;;;9520;;;125;4;;BACCALAUREATE_FULL_TIME;30;2;21;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;1;9685
4947;07.04.2022;0;7200;FULL_TIME;700;44;0;0;534;35574;43;;;95;900;196;;36;15;;BASIC_EDUCATION_FULL_TIME;30;1;5;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;0;1693
4948;12.01.2022;0;15000;FULL_TIME;15000;44;0;0;156;;53;;;;1900;821;;156;30;;UNIVERSITY_FULL_TIME;30;1;23;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;1;-1472
4949;12.03.2022;;;;;;2;0,666666667;1344;1233;95;;;;20000;158;;270;12;;BACCALAUREATE_AUTONOMIC;30;3;12;-0,816969893;-0,576680322;-1,13311E-15;1;0,866025404;-0,5;1;5596
